Date,VIX,VXD,VXN,HS&P500,HDJIA,HNASDAQ
22/04/2010,16.469999,14.55,16.83,9.084490689,7.593896331,8.786460138
23/04/2010,16.620001,14.63,16.6,9.242211106,7.713374095,8.850167989
26/04/2010,17.469999,15.43,17.81,9.325507649,7.705410213,8.893312315
27/04/2010,22.809999,15.43,17.81,11.52701208,9.461060006,10.74150723
28/04/2010,21.08,18.48,20.51,11.45849985,9.490016151,10.58555415
29/04/2010,18.440001,16.54,18.96,11.93828209,9.931965645,11.73320269
30/04/2010,22.049999,19.65,22.06,12.87609654,10.68180447,13.1254907
03/05/2010,20.190001,17.79,21.16,13.34470694,11.2835493,13.76455391
04/05/2010,23.84,21.17,26.09,14.95444003,12.65414205,16.20708271
05/05/2010,24.91,22.32,26.32,14.93184222,12.44572597,16.15738822
06/05/2010,32.799999,27.35,31.25,17.55995416,15.45820025,18.69240996
07/05/2010,40.950001,35.91,41.52,18.10505032,15.93078697,19.8804936
10/05/2010,28.84,25.93,30.36,22.14000704,19.52982678,24.66067121
11/05/2010,28.32,25.04,29.59,22.10059447,19.51715252,24.62973935
12/05/2010,25.52,22.42,27,22.45647307,19.92213884,25.16178939
13/05/2010,26.68,23.45,28.05,22.71087364,20.1061521,25.50599979
14/05/2010,31.24,27.67,31.55,23.25630607,20.49064199,26.13966122
17/05/2010,30.84,27.15,31.78,23.14475094,20.45410694,26.03056472
18/05/2010,33.549999,29.67,35.48,23.50253591,20.69251285,26.37572225
19/05/2010,35.32,31.68,37.79,23.48784885,20.68537108,26.45004876
20/05/2010,45.790001,40.72,46.63,26.04474558,23.15903818,28.77403986
21/05/2010,40.099998,35.48,42.81,26.33510192,23.36436023,28.93485115
24/05/2010,38.32,33.91,39.84,26.59457182,23.6398803,28.9588072
25/05/2010,34.610001,31.59,36.28,26.59402775,23.64635611,28.93461908
26/05/2010,35.02,31.2,36.32,26.4478928,23.57353461,28.87091172
27/05/2010,29.68,26.48,30.3,28.11089111,24.97512073,30.75329548
28/05/2010,32.07,28.67,31.61,27.95066894,24.99968405,30.57596965
01/06/2010,35.540001,31.97,36.23,28.35971054,25.1321424,30.69607644
02/06/2010,30.17,26.96,31,29.23897245,25.95601695,31.45881318
03/06/2010,29.459999,26.51,29.38,29.26104979,25.95571557,31.51740153
04/06/2010,35.48,31.43,34.16,30.90706722,27.51594603,32.949437
07/06/2010,36.57,33.17,37.29,31.08642937,27.6615989,33.35139629
08/06/2010,33.700001,30.28,35.22,31.22395421,27.90084056,33.34214458
09/06/2010,33.73,29.94,34.82,30.52829376,27.37703652,32.89859016
10/06/2010,30.57,27.15,31.3,31.64811132,28.48762578,33.9379072
11/06/2010,28.790001,25.43,28.8,31.45062674,28.32832446,33.66170837
14/06/2010,28.58,25.53,28.94,31.08271695,28.03311679,33.12451427
15/06/2010,25.870001,22.94,26.37,31.59178337,28.43655483,33.82004167
16/06/2010,25.92,22.73,25.92,30.8274529,27.82880361,32.64039389
17/06/2010,25.049999,22.21,25.15,30.7705375,27.79380424,32.61241855
18/06/2010,23.950001,21.23,24.15,29.3094662,26.20455824,31.18648011
21/06/2010,24.879999,21.93,25.57,28.99326679,25.92062176,30.55729095
22/06/2010,27.049999,24.07,26.83,26.45507844,23.69116985,26.9450634
23/06/2010,26.91,23.87,26.57,26.45090506,23.67083643,26.95969394
24/06/2010,29.74,26.23,29.09,26.59908582,23.6863067,26.84428588
25/06/2010,28.530001,25.37,28.58,26.37816832,23.4929757,26.49674838
28/06/2010,29,25.67,29.37,25.81600783,23.08240819,25.87425404
29/06/2010,34.130001,30.56,35.02,27.33451186,24.32210611,28.22821988
30/06/2010,34.540001,30.54,35.14,27.18158213,24.28454357,28.19826971
01/07/2010,32.860001,29.37,34.56,27.15712806,24.24628373,28.13138883
02/07/2010,30.120001,27.56,32.19,24.73316401,21.9246144,25.76452726
06/07/2010,29.65,26.69,31.65,24.39631799,21.69296166,25.5272868
07/07/2010,26.84,23.83,28.06,25.76122286,22.89823161,27.10701184
08/07/2010,25.709999,22.66,27.05,25.90506426,23.15366665,27.14260702
09/07/2010,24.98,21.87,25.99,25.93722581,23.12880315,27.09931235
12/07/2010,24.43,21.09,25.5,24.12455198,21.60676887,24.92312602
13/07/2010,24.559999,21.3,25.37,24.26927433,21.73097018,25.16295416
14/07/2010,24.889999,21.54,25.96,23.75393115,21.49136901,25.05070958
15/07/2010,25.139999,21.85,26.57,22.54485302,20.47936939,24.04631182
16/07/2010,26.25,23.09,26.87,24.01372233,21.74550352,25.29715219
19/07/2010,25.969999,22.73,27.25,21.91338292,19.79928686,23.49002493
20/07/2010,23.93,21.41,25.21,21.81198945,19.62914203,23.1228404
21/07/2010,25.639999,23.43,26.7,21.8963072,19.53514215,23.41045349
22/07/2010,24.629999,22.02,25.22,22.78285189,20.33713485,24.37349151
23/07/2010,23.469999,20.75,24.16,21.2508692,18.91656561,22.98291919
26/07/2010,22.73,20.15,24.11,21.45985698,19.09151902,22.94129924
27/07/2010,23.190001,20.28,24.33,21.45563763,19.08591068,22.9410978
28/07/2010,24.25,21.06,25.03,20.44512316,18.12377986,21.5818115
29/07/2010,24.129999,21.31,25.18,20.47998552,18.14314315,21.63284467
30/07/2010,23.5,20.73,24.52,20.4766177,18.13012547,21.62527295
02/08/2010,22.01,19.48,23.48,21.44493944,19.02132014,22.29499987
03/08/2010,22.629999,19.98,23.61,21.46085577,19.04791493,22.16142962
04/08/2010,22.209999,19.86,23.22,21.0225982,18.63295206,22.19810399
05/08/2010,22.1,19.7,23.27,21.00800102,18.63302403,22.18743849
06/08/2010,21.74,19.23,22.84,20.46388358,18.1859352,21.70500771
09/08/2010,22.139999,19.28,22.97,20.5087573,18.22563472,21.76469052
10/08/2010,22.370001,19.6,23.56,20.57311011,18.2847112,21.89419062
11/08/2010,25.389999,22.81,26.9,20.22720439,18.10439207,20.44368056
12/08/2010,25.73,23.59,27.63,20.07434021,17.9577229,20.13667096
13/08/2010,26.24,23.9,28.07,20.08623855,17.92174073,20.23208576
16/08/2010,26.1,23.34,27.08,20.04076426,17.86922661,20.21125677
17/08/2010,24.33,21.92,25.92,20.29055015,18.02555141,20.53722532
18/08/2010,24.59,22.02,25.98,18.15034506,16.07005598,18.38311409
19/08/2010,26.440001,23.43,26.9,18.60334866,16.19202158,18.84026593
20/08/2010,25.49,22.64,25.76,18.51627422,16.18561248,18.6572322
23/08/2010,25.66,22.86,26.49,18.55204877,16.21552693,18.83517351
24/08/2010,27.459999,24.61,28.47,18.49332254,16.1298759,19.18894763
25/08/2010,26.700001,24.24,27.77,18.51782434,16.13947381,19.31262556
26/08/2010,27.370001,24.48,28.88,18.64806536,16.27929789,19.62898638
27/08/2010,24.450001,21.76,26.31,17.35203983,15.31066382,18.19807903
30/08/2010,27.209999,24.32,27.89,17.78444666,15.74717476,18.2960387
31/08/2010,26.049999,23.73,27.45,17.4742957,15.59958395,17.99191593
01/09/2010,23.889999,21.47,24.93,19.09632714,16.97318614,19.61182466
02/09/2010,23.190001,20.79,23.93,18.13893376,16.02320577,18.49212873
03/09/2010,21.309999,18.89,21.95,18.38541471,16.16716413,18.9796109
07/09/2010,23.799999,21.1,23.99,18.39944589,16.19788922,18.95830212
08/09/2010,23.25,20.76,23.53,18.49133547,16.24632584,19.30847427
09/09/2010,22.809999,20.54,23.29,18.43546127,16.22851503,19.17137287
10/09/2010,21.99,19.81,22.98,18.4499402,16.2602194,19.10008864
13/09/2010,21.209999,19.08,22.32,18.72983623,16.41563096,19.61276283
14/09/2010,21.559999,19.37,21.63,17.60994608,15.37496602,18.87195906
15/09/2010,22.1,19.76,22.15,17.58496832,15.39304747,18.91263226
16/09/2010,21.719999,19.15,21.81,17.49761472,15.35813132,18.76717805
17/09/2010,22.01,19.02,22.26,17.49539316,15.36154881,18.79121709
20/09/2010,21.5,18.86,22.43,18.01023865,15.85878558,19.43712671
21/09/2010,22.35,19.52,23.26,17.95537674,15.81232374,19.34683638
22/09/2010,22.51,19.63,23.63,17.92652482,15.75411194,19.21833748
23/09/2010,23.870001,20.62,24.26,16.13974103,14.15162171,17.37234277
24/09/2010,21.709999,18.75,22.72,17.19866371,15.04941164,18.29353228
27/09/2010,22.540001,19.83,23.64,17.23752324,15.09695846,18.26380449
28/09/2010,22.6,19.69,23.86,17.29471575,15.14741631,18.25987809
29/09/2010,23.25,20.15,24.48,16.94647716,14.87556074,17.86736863
30/09/2010,23.700001,20.62,24.96,16.96458628,14.92666991,17.91792238
01/10/2010,22.5,19.72,23.98,16.28937603,14.41965774,17.38228225
04/10/2010,23.530001,20.58,25.16,16.42071038,14.48064881,17.64895639
05/10/2010,21.76,19.18,23.43,17.45923631,15.35078893,18.87178736
06/10/2010,21.49,18.76,23.53,16.94613723,14.88132245,18.29816507
07/10/2010,21.559999,18.8,23.06,16.92602823,14.87908884,18.13485575
08/10/2010,20.709999,17.93,21.98,16.87241075,14.80407534,17.92429945
11/10/2010,18.959999,16.53,20.4,16.17312206,14.01004619,17.53700392
12/10/2010,18.93,16.59,20.54,15.63955921,13.42243987,17.37424698
13/10/2010,19.07,16.3,20.47,15.77474354,13.56843394,17.50017947
14/10/2010,19.879999,16.82,20.63,13.29783602,11.39079181,15.22989986
15/10/2010,19.030001,16.89,20.44,13.04802544,11.33128727,16.07592738
18/10/2010,19.09,17.09,21.25,12.64833083,10.95461165,15.40474353
19/10/2010,20.629999,18.18,21.91,13.04232264,11.38354536,15.97509748
20/10/2010,19.790001,17.31,21.65,13.26360897,11.81355726,15.70913082
21/10/2010,19.27,16.5,21.18,13.19947587,11.83021591,15.69223341
22/10/2010,18.780001,16.4,20.42,13.14225679,11.76169038,15.78501589
25/10/2010,19.85,17.3,21.48,12.75536357,11.57281796,15.18691495
26/10/2010,20.219999,17.67,21.81,12.75368992,11.56350898,15.16977161
27/10/2010,20.709999,18.21,21.57,12.73622281,11.54769526,15.10817473
28/10/2010,20.879999,18.33,21.65,12.73995702,11.53626476,15.06371269
29/10/2010,21.200001,18.51,22.24,12.73833916,11.53137307,15.03704169
01/11/2010,21.83,19.14,22.92,11.95441995,10.82293824,14.19910981
02/11/2010,21.57,19.11,22.88,12.1413866,10.94919889,14.54919383
03/11/2010,19.559999,17.24,20.41,12.1075867,10.95494215,14.54726524
04/11/2010,18.52,16.16,19.54,13.11475247,12.16318212,15.07458281
05/11/2010,18.26,16,18.67,11.64286611,10.91228689,13.78783846
08/11/2010,18.290001,16.09,18.7,11.542796,10.87710962,13.66768081
09/11/2010,19.08,16.81,18.99,11.69215361,10.91400371,13.75907879
10/11/2010,18.469999,16.35,19.46,11.73680355,10.90010254,13.82642766
11/11/2010,18.639999,16.77,19.37,11.76713247,10.98984542,13.87047548
12/11/2010,20.610001,18.24,22.55,12.18769845,11.17731144,14.6402206
15/11/2010,20.200001,17.59,21.69,11.9683517,10.98125606,14.33779178
16/11/2010,22.58,20.05,23.73,11.34657272,10.71046823,13.40660745
17/11/2010,21.76,19.49,23.25,11.34506766,10.70112525,13.1830917
18/11/2010,18.75,16.67,20.26,12.17760188,11.6228905,14.00988274
19/11/2010,18.040001,15.79,19.78,12.07011058,11.53590501,13.83323778
22/11/2010,18.370001,16.23,19.73,12.07866931,11.55352896,13.99415159
23/11/2010,20.629999,18.24,21.77,12.72038172,12.12470624,14.58752786
24/11/2010,19.559999,17.17,20.85,13.27610408,12.59972295,15.61984196
26/11/2010,22.219999,18.2,20.84,13.40994397,12.83917828,15.64022832
29/11/2010,21.530001,19.46,23.28,13.4030222,12.8538176,14.45773915
30/11/2010,23.540001,20.99,25.39,13.35397178,12.73626153,14.89234452
01/12/2010,21.360001,18.78,23.09,14.01448666,13.67621272,15.43032748
02/12/2010,19.389999,17.26,21.42,14.17408989,13.52467533,15.5604971
03/12/2010,18.01,15.72,19.77,14.18484232,13.49646226,15.56822859
06/12/2010,18.02,15.86,19.91,14.1729252,13.50105778,15.44583857
07/12/2010,17.99,16.02,20.16,14.16004582,13.47636575,15.39229079
08/12/2010,17.74,15.77,19.7,14.20063126,13.47991884,15.44576805
09/12/2010,17.25,15.38,19.06,14.2228772,13.43341435,15.41802408
10/12/2010,17.610001,15.52,18.77,14.32513898,13.4687282,15.51534954
13/12/2010,17.549999,15.16,18.26,14.32458003,13.47617429,15.53303915
14/12/2010,17.610001,15.3,18.4,14.32438627,13.53005057,15.53825694
15/12/2010,17.940001,15.44,18.86,14.22444434,13.43522797,15.26876559
16/12/2010,17.389999,15.15,18.25,14.29726938,13.45935746,15.3796395
17/12/2010,16.110001,14.07,17.31,13.16195699,12.20452222,14.86292316
20/12/2010,16.41,14.73,17.18,13.13354579,12.20722302,14.87517331
21/12/2010,16.49,14.76,16.83,13.23505096,12.24980028,14.94801312
22/12/2010,15.45,13.88,16.57,13.06443454,12.17227826,14.86349457
23/12/2010,16.469999,14.06,17.43,13.01145507,12.1745016,14.81105298
27/12/2010,17.67,15.51,18.94,12.9544534,12.03626684,14.683792
28/12/2010,17.52,15.47,18.89,12.4961929,11.82074134,13.9185034
29/12/2010,17.280001,15.09,18.27,12.49463404,11.82080807,13.90168888
30/12/2010,17.52,15.29,18.66,11.58651202,10.88868774,12.93676772
31/12/2010,17.75,15.61,19.48,11.58648081,10.88269467,12.94719511
03/01/2011,17.610001,15.63,19.07,11.18881189,10.15134444,12.93023716
04/01/2011,17.379999,15.18,18.9,11.17104493,10.14753539,12.9349628
05/01/2011,17.02,14.58,18.35,11.2556565,10.15741939,12.99152804
06/01/2011,17.4,15.06,18.41,10.48473003,9.485701257,12.17800403
07/01/2011,17.139999,14.96,18.72,9.566036591,8.636249489,10.59071336
10/01/2011,17.540001,15.34,18.67,9.326451801,8.327644527,10.59871495
11/01/2011,16.889999,14.52,18.07,9.380225486,8.307774851,10.53824169
12/01/2011,16.24,13.98,17.42,9.576476587,8.475813251,10.08437016
13/01/2011,16.389999,13.95,17.45,7.259624854,5.377586796,7.931629314
14/01/2011,15.46,13.14,16.49,6.593958615,4.822698833,7.675129314
18/01/2011,15.87,13.09,16.42,6.56278707,4.95492518,7.664764364
19/01/2011,17.309999,14.6,18.43,7.178023603,4.938651999,8.292416082
20/01/2011,17.99,15.16,19.63,7.186278466,4.938424272,8.571253142
21/01/2011,18.469999,15.05,20.17,7.140088294,5.071268998,8.736024609
24/01/2011,17.65,14.62,18.83,7.252701481,5.723065293,9.648435763
25/01/2011,17.59,14.62,18.84,7.041438386,5.630878178,9.487704033
26/01/2011,16.639999,14.17,17.93,7.146901926,5.615335462,9.517581465
27/01/2011,16.15,14,17.83,7.171582858,5.482949327,9.699705646
28/01/2011,20.040001,17.05,21.66,8.717760482,6.779206859,12.13279654
31/01/2011,19.530001,16.68,21.79,8.815777719,6.902020064,12.04675269
01/02/2011,17.629999,15.37,19.96,10.05325421,7.788115803,13.22899242
02/02/2011,17.299999,15.01,19.84,10.05708866,7.780479842,13.22318473
03/02/2011,16.690001,14.44,19.09,9.927545633,7.67095497,13.13978944
04/02/2011,15.93,13.95,17.91,9.914411658,7.676036246,13.27354319
07/02/2011,16.280001,14.11,18.22,10.06674608,7.846756471,13.32334742
08/02/2011,15.81,13.48,17.68,10.1379911,8.01641523,13.44133182
09/02/2011,15.87,13.8,17.72,10.16763343,8.001485125,13.44154781
10/02/2011,16.09,13.78,17.91,10.16574701,8.00162882,13.43681228
11/02/2011,15.69,13.56,17.18,10.28100925,8.05967064,13.53691703
14/02/2011,15.95,14.24,17.46,10.30407075,8.058191247,13.52102102
15/02/2011,16.370001,14.56,17.98,9.813194034,7.774944357,12.66605861
16/02/2011,16.719999,14.56,18.23,9.972111674,7.894282961,12.81022709
17/02/2011,16.59,14.58,18.22,9.906140183,7.886787389,12.57614869
18/02/2011,16.43,13.91,17.9,9.90273762,8.047387416,12.55849522
22/02/2011,20.799999,17.83,23.39,11.54026819,9.048291776,15.12662273
23/02/2011,22.129999,18.6,24.37,11.66861517,9.352153581,15.34076963
24/02/2011,21.32,18.37,23.67,11.62213431,9.355433274,15.40981587
25/02/2011,19.219999,16.71,20.64,11.73068047,9.242959297,15.82254978
28/02/2011,18.35,15.79,20.55,11.8305022,9.504967631,15.83298628
01/03/2011,21.01,17.96,22.82,12.49760322,10.2169678,16.27949468
02/03/2011,20.700001,17.88,22.74,12.50000372,10.1432793,16.32944898
03/03/2011,18.6,16.07,20.1,13.13621587,11.1321252,16.97080985
04/03/2011,19.059999,16.43,20.47,13.30382965,11.3261231,16.89324447
07/03/2011,20.66,18.18,23.22,13.50359075,11.42156119,17.19448353
08/03/2011,19.82,17.42,22.74,13.64453795,11.50211936,16.74074671
09/03/2011,20.219999,17.75,23.43,13.65003081,11.50187799,16.83558627
10/03/2011,21.879999,19.41,24.27,14.65401895,12.71423614,17.45745734
11/03/2011,20.08,17.96,22.49,14.7827061,12.79574993,17.44749352
14/03/2011,21.129999,18.6,23.1,13.9581681,12.21166105,15.83316571
15/03/2011,24.32,21.26,26.79,14.15754321,12.54620557,16.24975292
16/03/2011,29.4,25.2,30.7,14.45516104,13.39371326,16.94014126
17/03/2011,26.370001,22.76,28.41,14.94684305,13.98542771,17.18490997
18/03/2011,24.440001,20.76,26.6,14.98342772,14.12875395,17.1917125
21/03/2011,20.610001,17.71,23.82,15.57782599,14.76597443,17.93046627
22/03/2011,20.209999,17.2,22.35,15.50666541,14.67809612,17.8888554
23/03/2011,19.17,16.33,21.96,15.48221298,14.66909764,17.87292252
24/03/2011,18,15.54,20.59,15.69636909,14.80766296,18.6418836
25/03/2011,17.91,15.28,20.78,15.72158423,14.85339456,18.6448949
28/03/2011,19.440001,16.36,22.23,15.66060809,14.82658147,18.63044494
29/03/2011,18.16,15.79,21.34,15.77858616,14.95089178,18.82685423
30/03/2011,17.709999,15.32,20.38,15.86941449,15.01405276,18.87122392
31/03/2011,17.74,15.3,19.74,15.77435925,14.96059988,18.77277941
01/04/2011,17.4,15.03,19.41,15.81470217,15.00391304,18.77904101
04/04/2011,17.5,15.27,20.05,15.80517739,14.91497164,18.79752295
05/04/2011,17.25,15.02,19.46,14.64264004,14.31969242,16.82031523
06/04/2011,16.9,14.67,19.32,14.54886757,14.11363226,16.60579399
07/04/2011,17.110001,15.03,19.34,14.55268239,14.0911339,16.53266687
08/04/2011,17.870001,15.53,19.76,14.27505614,14.02923536,16.0738544
11/04/2011,16.59,14.71,19.09,14.20686174,13.84092174,16.08500583
12/04/2011,17.09,15.65,19.39,13.64203233,13.53587483,15.60258856
13/04/2011,16.92,15.19,18.5,13.63410945,13.53536252,15.70693235
14/04/2011,16.27,14.47,17.7,12.68794822,12.73514926,14.68861293
15/04/2011,15.32,13.75,17.48,12.55809689,12.6337442,14.6249066
18/04/2011,16.959999,15.23,18.47,12.7302167,12.91669919,14.2201779
19/04/2011,15.83,13.67,16.23,12.57496851,12.66295723,14.28807635
20/04/2011,15.07,13.14,16.49,13.16499132,13.40995126,15.54984124
21/04/2011,14.69,12.77,15.85,12.07238377,12.32551537,14.98691934
25/04/2011,15.77,13.91,17.22,11.90564132,12.2553577,14.88666315
26/04/2011,15.62,14.09,17.78,12.05999742,12.48467522,14.92293915
27/04/2011,15.35,13.79,17.03,11.75529717,12.23214995,14.55070418
28/04/2011,14.62,12.84,16.2,10.35974923,10.83144269,12.61436479
29/04/2011,14.75,13.03,16.54,9.627562873,10.11275725,12.28933778
02/05/2011,15.99,14.53,18.13,9.559679703,9.899750374,12.2773459
03/05/2011,16.700001,15.06,18.62,8.572186455,8.892523001,11.09618521
04/05/2011,17.08,15.72,18.59,8.739052253,9.082869007,11.09807516
05/05/2011,18.200001,16.69,19.12,9.086680791,9.483771525,11.08178159
06/05/2011,18.4,17.08,19.26,8.744398967,9.349413535,9.77582711
09/05/2011,17.16,15.95,18.38,8.795434651,9.332840375,9.80702881
10/05/2011,15.91,14.65,17.1,9.066497964,9.476386428,9.976380128
11/05/2011,16.950001,15.78,17.41,9.401359367,9.739029968,9.817121987
12/05/2011,16.030001,14.97,16.99,9.308333793,9.709724289,9.885364161
13/05/2011,17.07,15.79,18.4,9.582838572,9.949005958,10.465108
16/05/2011,18.24,16.34,19.5,9.643407388,9.918354608,11.60613107
17/05/2011,17.549999,16.77,19.12,9.64347998,10.02996435,11.58102045
18/05/2011,16.23,15.33,17.65,9.975197344,10.202134,11.79891786
19/05/2011,15.52,14.46,17.06,9.975091998,10.22635708,11.8145719
20/05/2011,17.43,16.26,18.16,10.21144356,10.44108388,12.02316261
23/05/2011,18.27,17.29,19.21,10.71788394,10.8499111,12.67609499
24/05/2011,17.82,17.01,19.4,10.68995275,10.86571681,12.75644689
25/05/2011,17.07,16.14,18.16,10.4902885,10.55025422,12.62848203
26/05/2011,16.09,15.22,17.26,10.55252533,10.55050095,12.55647831
27/05/2011,15.98,15.02,16.87,10.61857482,10.58414522,12.60218081
31/05/2011,15.45,14.29,16.44,10.99477486,10.91587073,13.38107645
01/06/2011,18.299999,17.4,19.24,12.42158677,12.24284891,14.58719364
02/06/2011,18.09,17.23,18.71,12.31514296,12.1841582,14.48223179
03/06/2011,17.950001,16.87,18.9,12.01160183,11.58775676,13.6763635
06/06/2011,18.49,17.18,19.58,12.31524817,11.61567328,13.65121118
07/06/2011,18.07,16.85,19.14,12.30971565,11.60898218,13.64689478
08/06/2011,18.790001,17.13,19.97,12.09249543,11.30710371,13.71900874
09/06/2011,17.77,16.37,18.88,12.14575044,11.23848805,13.56220529
10/06/2011,18.860001,17.45,19.85,12.76221124,11.85610759,14.30366807
13/06/2011,19.610001,17.89,20.22,12.74625386,11.80752759,14.28737686
14/06/2011,18.26,16.58,18.74,13.2502727,12.17898295,14.74859927
15/06/2011,21.32,19.68,22.29,14.14692506,12.91318572,15.61902186
16/06/2011,22.73,20.28,24.47,14.01593425,12.86828854,15.65127919
17/06/2011,21.85,19.45,23.58,13.79548009,12.51343107,15.60692961
20/06/2011,19.99,18.34,22.07,13.83960403,12.58471489,15.64929845
21/06/2011,18.860001,16.93,20.36,14.31558676,12.81339798,16.82083827
22/06/2011,18.52,17.3,20.2,14.24691856,12.83907169,16.76650365
23/06/2011,19.290001,17.81,20.76,13.90235199,12.57451748,16.80931831
